Human	Mouse
Q7Z7M8	Q8R3I9
Q13643	Q9R059
Q96PC2	Q8BWD2
Q9H7Z7	Q8BWM0
Q9P055	Q8BI36
Q9BXJ3	Q8R066
Q9P2A4	Q8BYZ1
Q9BV20	Q9CQT1
Q9H3F6	Q922M3
Q96EU7	Q9JMG2
Q9GZR5	Q9EQC4
Q9GZS3	Q9ERF3
Q9UBP4	Q9QUN9
O43435	P70323
P31270	P31311
P27169	P52430
P51884	P51885
P36382	Q01231
Q16342	P46718
A6NGH8	Q9CQM6
Q6ZS11	Q80UW3
Q99788	P97468
Q8IYX4	Q6VY05
Q11206	Q91Y74
Q99963	Q62421
Q8IWE4	Q8K0V2
Q9UHY8	Q6TYB5
Q96M60	Q9D518
Q9UGM6	Q9CYK1
O43824	Q3U6U5
Q15653	Q60778
O94992	Q8R409
Q5NUL3	Q7TMA4
Q92664	Q8VHT7
Q8IYX1	Q9D9D3
Q9Y5Y5	Q91XC9
P46109	P47941
Q03395	P32958
Q8NEK8	B1ATX6
A4D1E9	Q8K013
P05198	Q6ZWX6
P14324	Q920E5
Q147X3	Q8CES0
Q96A99	Q6RUU0
Q8NGU9	Q8BL07
Q8IXT2	Q8CGW9
Q68CJ9	Q91XE9
Q6UWU4	Q99KU6
Q6P2C8	Q9DB40
Q9BWM7	Q91V61
Q9BV68	Q91YL2
Q9P2W9	Q8VDS8
Q9GZT4	Q9QZX7
Q6P1Q9	Q8BMK1
Q96IZ6	Q8BMK1
O15519	O35732
O14745	P70441
P28356	P28357
P50479	P70271
Q6ZN01	Q0ZCJ7
O75830	Q9JK88
Q16790	Q8VHB5
Q6P9B6	Q8K0P3
P57081	Q9EP82
Q96S86	Q80WM5
Q6N063	Q9CQ04
Q8NBM4	Q8R1K1
Q96AM1	Q8VCJ6
Q8IW19	Q9D842
Q8TDS4	Q9EP66
P49019	Q9EP66
Q5JTD7	B2RWC4
Q6ZNW5	Q3TLS3
P36575	Q9EQP6
Q16769	Q9CYK2
Q86T13	Q8VCP9
Q6P4I2	Q9CWR1
Q8TDX7	Q9ES74
Q99747	Q9CWZ7
Q9P2M1	Q9D4C6
Q9UNP9	Q9QZH3
O15121	O09005
P16444	P31428
P15408	P47930
P78540	O08691
O95620	Q32M08
Q6H9L7	D3Z6A3
A6NFN3	Q8BIF2
Q96QR8	O35295
Q6E213	Q6E1M8
Q9HD90	O09105
Q15072	Q8BQN6
Q8WXG1	Q8CBB9
Q9Y6H8	Q64448
Q9NUK0	Q8R003
Q96K21	Q9DAZ9
Q9Y316	Q91VH6
Q9H936	Q9D6M3
P0C862	Q4ZJN1
B2RNN3	Q4ZJN1
A8MTJ6	E0CZH3
O15527	O08760
P83105	A2RT60
Q6P6B7	A2AS55
Q5TGP6	G5E8L9
Q11201	P54751
Q15078	P61809
Q16585	P82349
Q13449	Q8BLK3
O15127	Q9ERN0
Q5T8I3	Q8BQS4
Q6P1Q0	Q924L1
Q8NFH5	Q8R4R6
Q9Y5Y4	Q9Z2J6
A2RU49	Q5U5V2
P43115	P30557
P25021	P97292
P48039	Q61184
P50749	Q8BMS9
O60513	Q9JJ04
Q9Y2V3	O35602
P20142	Q9D7R7
O75781	Q9Z0P4
Q9NWV8	Q3UI43
Q96H78	Q8BGF9
Q8NBL3	Q9CZ16
Q9HA72	Q8VEC4
Q96C86	Q9DAR7
Q9GZV1	Q9WV06
P05388	P14869
P05388	E9Q070
A2RUH7	Q5FW53
P55087	P55088
O14562	Q78JW9
Q06136	Q6GV12
P48595	Q8K1K6
Q6DHV7	Q80SY6
Q9UHK6	O09174
Q7RTX7	Q8BVN3
Q9H1J5	Q64527
Q7L3B6	Q9CZP7
Q9H9Y4	Q8VEJ1
Q9Y271	Q99JA4
Q9Y4L5	Q9D0C1
Q9Y2D0	Q9QZA0
P0C264	E9QLM1
P0C264	P0C5K0
P07858	P10605
P02749	Q01339
P39900	P34960
Q6UXU4	D3Z7H4
P23610	Q00558
Q5VTD9	O70237
Q5PT55	Q5PT54
Q8NI37	Q6NVE9
Q96H96	Q66JT7
Q8IU57	Q8CGK5
Q96HH6	Q91W52
O96009	O09043
P0C870	P0C872
P13716	P10518
O95600	Q8BLM0
Q86W34	Q400C8
Q96HF1	P97299
P31937	Q99L13
Q86X24	Q9D5T7
Q96P16	Q8VDS4
Q9NZN9	Q924K1
O75364	O35160
P05026	P14094
P22415	Q61069
Q13093	Q60963
O95159	Q9DB43
P09467	Q9QXD6
P51582	Q9JJS7
Q9UP65	Q08EC7
Q96IW7	Q8BH47
Q5VX52	Q9D5R4
Q8NEC5	Q91ZR5
Q96NB3	Q8R1N0
Q9NYP7	Q8BHI7
Q9H939	Q99M15
Q9HBU9	Q9ES82
Q9UJ72	Q9QZ10
P35247	P50404
Q6NV74	E9Q3M9
P30968	Q01776
Q8NH41	A2RTN7
Q69YI7	Q6PFD7
Q3SXM5	Q8BTX9
Q9NZC4	O70273
Q86VV4	Q6PDH4
Q8WUP2	Q71FD7
Q6ZV89	Q8JZW5
Q15287	Q99M28
Q16795	Q9DC69
Q96G28	Q8C6E0
Q96GS6	Q99JW1
Q9Y2D2	Q8R1T4
Q9BV79	Q9DCS3
Q9NS68	Q9JLL3
P0CB38	G5E8X2
P43235	P55097
Q16581	O09047
Q53F39	Q80XL7
P09001	Q99N95
P08574	Q9D0M3
Q02978	Q9CR62
Q9GZS1	Q8K202
Q8WTX7	Q9CWQ8
Q9H244	Q9CPV9
Q9C004	Q9WTP2
O00151	O70400
O60496	O70469
P14920	P18894
Q13316	O55188
P51681	P51682
Q00535	P49615
P78382	Q61420
Q9H903	D3YZG8
Q02338	Q80XN0
O96024	Q9Z0F0
Q86U42	Q8CCS6
Q86UD0	Q9D818
Q9NSC5	Q99JP6
Q9NXR1	Q9CZA6
P04637	P02340
P04083	P10107
P43119	P43252
P51911	Q08091
Q14653	P70671
Q9H0C1	A2BGJ5
O14495	Q99JY8
Q9UIC8	A2RTH5
P46091	Q8K087
Q86UT8	Q4VA36
P49238	Q9Z0D9
Q9HBK9	Q91WU5
Q9BTV6	Q9CYU6
O75022	P97484
O75022	E9Q1Z6
O75022	F8VQ94
O75022	D3Z678
O75022	E9Q6M9
Q6PI73	P97484
Q6PI73	E9Q1Z6
Q6PI73	F8VQ94
Q6PI73	D3Z678
Q6PI73	E9Q6M9
Q8NHL6	P97484
Q8NHL6	E9Q1Z6
Q8NHL6	F8VQ94
Q8NHL6	D3Z678
Q8NHL6	E9Q6M9
P59901	P97484
P59901	E9Q1Z6
P59901	F8VQ94
P59901	D3Z678
P59901	E9Q6M9
Q8N149	P97484
Q8N149	E9Q1Z6
Q8N149	F8VQ94
Q8N149	D3Z678
Q8N149	E9Q6M9
O75019	P97484
O75019	E9Q1Z6
O75019	F8VQ94
O75019	D3Z678
O75019	E9Q6M9
O75023	P97484
O75023	E9Q1Z6
O75023	F8VQ94
O75023	D3Z678
O75023	E9Q6M9
Q8N423	P97484
Q8N423	E9Q1Z6
Q8N423	F8VQ94
Q8N423	D3Z678
Q8N423	E9Q6M9
Q8N6C8	P97484
Q8N6C8	E9Q1Z6
Q8N6C8	F8VQ94
Q8N6C8	D3Z678
Q8N6C8	E9Q6M9
A6NMT0	P52950
Q6ZNI0	Q3V3K7
Q99626	P43241
Q9BWQ8	Q8K097
Q9UGC7	Q8BJU9
Q9H9E1	Q99PE2
Q9UNQ2	Q9D0D4
Q9H977	Q9R0D8
Q9UNE7	Q9WUD1
P08865	P14206
P08865	D3YTT7
P50452	O08800
P18848	Q06507
Q12841	Q62356
O15144	Q9CVB6
Q5VST6	Q7M759
Q8NC42	Q3U2C5
Q8IWU4	Q8BGG0
Q5VZI3	Q8R239
P53384	Q9R060
Q96BJ3	Q8C4Q6
Q96IR7	Q8K248
Q9HB21	Q8BUL6
Q9BT49	Q8VCZ3
Q9P0W2	Q9Z104
Q5TEU4	A2APY7
P27544	P27545
Q14257	Q8BP92
P13994	Q9D516
Q9H5K3	Q3TUA9
Q7Z7A3	Q99J10
Q6IEG0	Q9D361
Q9H255	Q8VBV9
Q6PEW1	Q9CZA5
P0CG32	Q9CZA5
A9QM74	C0LLJ0
P14784	P16297
P09668	P49935
P20226	P29037
P36941	P50284
P19623	Q64674
Q8NA69	G3XA23
P59910	Q80Y75
Q0VD83	Q8VBT6
Q9UIR0	O70355
Q8N5Y8	Q7TMM8
Q8WVM0	Q8JZM0
Q6ZMK1	Q9QXA1
Q9UIV8	Q8CDC0
Q9Y315	Q91YP3
P13928	O35640
Q5T2P8	O35640
Q5VT79	O35640
Q9BTY7	Q8C3I8
P0CB43	Q8C3I8
P09486	P07214
P14415	P14231
O95665	P70310
P32246	P51675
P51948	P51949
Q8WUT9	A2A3V2
A8MU46	Q99LM3
Q5GH70	Q5GH62
Q5T7N2	Q587J6
Q8N365	Q3TQ03
Q92985	P70434
Q9UMR5	O35448
Q99439	Q08093
Q8N819	Q8BGL1
Q8WUA8	Q8CBR6
Q9NQ03	Q8BTH6
Q969X5	Q9DC16
Q9Y385	Q9JJZ4
Q96LQ0	D3Z0R2
O75840	Q99JB0
P53007	Q8JZU2
Q9H115	P28663
Q8WXH4	Q9CQ31
Q9NY26	Q9QZ03
P05111	Q04997
P46777	P47962
Q14192	O70433
Q8N6T0	J3QMY9
Q8N6T7	P59941
Q86WV1	Q3UUV5
Q494V2	Q80VN0
Q96LB8	Q0VB07
Q9NPZ5	P59270
Q9BU70	Q562D6
Q6UXH1	Q9CYA0
Q9BXJ2	Q8BVD7
Q9BYD9	Q8BXF8
Q96FG2	Q91YP6
Q96NB2	Q925N2
Q9H0W9	Q91V76
Q9NYK5	Q9JKF7
O75716	O88697
P0C263	P0C5K1
P35219	P28651
Q15080	P97369
Q8IUQ4	P61092
Q0P670	Q8C5U4
Q9UBU6	Q3URQ4
Q9NUL5	Q8CAK3
Q96P71	Q9D6J4
Q96IZ7	Q9DBU6
Q9NRS6	Q91WE1
Q9UBQ6	Q9ES89
P19525	Q03963
O60479	Q64205
P62995	P62996
Q8N5U0	D3YVJ1
Q86XJ0	J3QMI4
Q96KN1	D3YXJ5
Q15166	Q62087
O95238	Q9WTP3
Q8N999	Q8BHN7
Q8N1S5	Q8BWY7
Q9UHR5	Q02614
Q8N8X9	Q8CI17
Q96GY0	Q8BJH1
Q92564	Q8CCA0
Q8NH57	Q8VGX9
Q9UJD0	Q80U57
Q96KN4	Q9D650
Q9H0A6	Q9JIT1
Q9HBH5	Q9ERI6
Q8NGI2	Q8VGV5
Q8NGI2	Q7TRU8
O43186	O54751
P05141	P51881
P11802	P30285
Q13651	Q61727
Q16534	Q8BW74
Q1HG43	Q8VE49
P12271	Q9Z275
Q6ZQW0	Q8R0V5
Q9NPC8	Q62232
Q9H841	Q91WC7
Q92600	Q9JKY0
Q9Y673	Q9DB25
Q9Y365	Q9JMD3
P15880	P25444
Q13505	P47802
P29275	Q60614
Q6P3R8	Q7TSC3
Q7Z4L9	Q8R1Z4
Q15077	Q9ERK9
Q9NX07	Q80VC6
Q96CQ1	Q922G0
Q9NRN7	Q9CQF6
O15218	P43142
P41968	P33033
Q12982	O54940
P24387	Q60571
P50391	Q61041
A5D6W6	Q91V79
Q5MAI5	Q3TZA2
Q8N4T4	Q66JY6
Q8IYA8	Q6PDM4
Q14032	Q91X34
Q15181	Q9D819
Q9H2D1	Q8BMG8
Q8TCB6	Q8VGZ7
Q8TC36	Q9DA32
Q96P63	Q9D7P9
Q9HA82	Q9D6J1
P32243	P80206
Q96MS3	A4FUP9
Q49AM1	Q8BKY8
P46976	Q9R062
Q8IV32	Q8VEG0
Q8NGI0	Q8VH00
Q8NGI0	Q8VGW3
O43711	O55144
P58166	O08717
O14626	Q8BG55
A5D8V6	Q8R105
Q96GD4	O70126
Q8WVZ7	Q14B02
Q9BSK2	Q3TZX3
P25963	Q9Z1E3
Q9H8T0	Q64362
Q10587	Q9JLC6
Q96MP8	Q8BJK1
Q7Z465	Q99JU7
Q8WXF8	Q8QZV0
Q9HB65	Q80VR2
Q8N9F7	Q9CRY7
Q86XE5	Q9DCU9
Q8NCG5	Q9R1I1
Q9H4A6	Q9CRA5
Q9NWT1	Q9DCE5
Q9UFF9	Q9D8X5
P06493	P11440
P04201	P30554
P19438	P25118
P09525	P97429
P34972	P47936
P55851	P70406
P54826	Q01721
O14662	Q8BVI5
O43396	Q8CDN6
Q9NUC0	A7DTG3
F5H4B4	Q9D3V8
Q5T9C9	Q6U7H8
O95222	Q9QWU6
Q86WK9	Q80ZE4
Q6DKK2	Q8CC21
Q96AB6	Q64311
Q86UW1	Q8R000
Q9P1W9	Q62070
Q8NH85	Q8VGS1
Q9UQK1	Q7TMB3
Q9NRY6	Q9JIZ9
Q9UQ49	Q9JMH7
P07585	P28654
A6NDG6	Q8CHP8
Q15329	Q61502
Q9HB89	O55040
Q9BR01	P63046
Q7L273	Q80UN1
Q7Z419	Q8BKD6
Q9H1C0	Q149R9
Q96CD0	Q8CIG9
Q99678	Q8BYC4
Q8NGP9	Q8VGS3
Q96QD9	Q91Z49
Q96KB5	Q9JJ78
Q9UHE8	Q9CWR7
P00797	P06281
P00797	P00796
Q9H207	Q920G5
Q9H207	Q7TRN0
A6NDP7	Q08AU7
Q58HT5	A2ADU9
Q01344	P21183
A6NKC9	Q8BI17
Q12908	P70172
O43570	Q8CI85
O95007	Q8VGW8
Q8N0Y2	Q3TDV8
O75635	Q9D695
Q5TC12	Q811I0
Q93086	Q3UYI1
Q16533	Q8K0S9
Q6UWZ7	Q8BPZ8
Q8TCQ1	Q6NZQ8
Q15006	Q9CRD2
Q9BS86	Q62522
Q9UIV1	Q60809
Q99675	Q8BMJ7
Q7RTS3	Q9QX98
Q96AG4	Q922Q8
Q96CM3	Q9CWX4
Q8NBV8	Q9R0N6
Q96ES7	Q9DA08
A2CJ06	A2CI98
P20333	P25119
P13686	Q05117
O75554	Q61048
P09913	Q64112
P36222	Q61362
P22760	Q99PG0
Q96RD2	Q8VGW5
Q9BXJ7	Q99JB7
O43808	O70579
P21754	P10761
P23193	P10711
P25105	Q62035
Q96FM1	A2A559
Q11130	Q11131
O15165	Q8BWJ4
Q15475	Q62231
Q6UXV0	Q6SJE0
Q13889	Q8VD76
O43772	Q9Z2Z6
Q9H6K1	Q3TT38
Q9H0I2	Q7TSV9
Q9BUD6	Q8BMS2
Q96G21	Q8VHZ7
Q9Y3T6	Q8BSI6
Q9ULX7	Q9WVT6
Q9Y619	Q9WVD5
P10914	P15314
D6RGH6	Q3UZ45
Q569H4	A3KMN5
P20933	Q64191
Q2M243	Q3V036
O60235	Q8VHK8
Q7Z769	Q6PGC7
P54920	Q9DB05
Q96P68	Q6IYF8
Q8TBP6	Q8BGP6
Q86VD7	Q8R0Y8
Q8N5D6	Q8VI38
Q8NHA6	Q8VFH0
Q9H0I3	Q8C5T8
Q96PC5	Q91ZV0
Q9NPA5	Q99KE8
Q969N4	Q5QD06
Q969N4	Q5QD05
Q969N4	Q5QD07
O15315	O35719
P12429	O35639
P12235	P48962
O00398	Q8BFU7
P57768	Q8C080
Q7Z2E3	Q7TQC5
O75521	Q9WUR2
Q70Z53	Q8BP78
Q96EY9	Q6PAT0
Q92482	Q8R2N1
Q9NX36	Q8VCE1
Q9NP79	Q9CR26
Q9UHQ9	Q9DB73
Q9NZD1	Q9JIL6
A2RUC4	A2RSX7
P56178	P70396
Q8NGX9	E9Q5P8
Q9BSE5	A2AS89
O00625	Q9D711
Q8N3J9	Q4VA44
Q8N9L1	Q61467
Q9NWW5	Q3U466
Q86YI8	Q8K2W6
Q8NGN0	Q8VFN1
Q96EQ0	Q8VD33
Q9H649	Q8CCT7
Q8IZ02	Q9DAM1
Q9H3L0	Q99LS1
Q9BXJ5	Q9D8U4
Q9BYG4	Q9JK84
O75911	O88876
O75791	O89100
P08758	P48036
P47755	P47754
P24941	P97377
Q86T03	Q3TWL2
P49286	Q8CIQ6
P45381	Q8R3P0
Q76EJ3	Q762D5
Q9HC07	P52875
P08319	Q9QYY9
Q15800	Q9CRA4
Q8TB03	Q8C5K5
Q15391	Q9ESG6
Q9Y6C9	Q791V5
Q9BX59	Q8VD31
O75593	O88621
P46926	O88958
P24863	Q62447
P45880	Q60930
O95045	Q8CGR7
Q92781	O55240
Q7Z6Z6	Q32LZ8
Q8N0V5	P97402
Q5U3C3	Q6PHN7
P22891	Q9CQW3
Q6NXR0	Q8C262
Q5JU69	Q8R1J9
Q6ICL7	Q8K3D6
Q8N4F0	Q8C1E1
Q7Z7C8	Q9EQH4
Q9UNI6	Q9D0T2
P15172	P10085
Q5HYI7	D3YTP3
P35914	P38060
Q8NGK5	E9Q546
O60759	Q91VY6
Q96RI0	O88634
Q9NP08	O70218
Q96KX2	P70190
Q14330	Q8K1Z6
Q7Z6J8	Q8BX13
Q10981	Q9JL27
Q9BXC0	Q8C131
Q9UPY8	Q6PER3
Q96C36	Q922Q4
Q9HA64	Q8K274
Q9UBP9	Q8K2A1
Q9H469	Q91W61
Q9BWX1	Q9DAG9
Q9NQC8	Q9DB07
Q9HBW0	Q9JL06
Q8NGD0	Q8VFT4
Q8NGB6	Q8VFT4
P04818	P07607
P60201	P60202
O95299	Q99LC3
Q15327	Q9CR42
Q8IVS2	Q8R3F5
Q969X1	Q8BJZ3
Q86X76	Q8VDK1
Q8NEY8	Q8K2H1
Q9Y277	Q60931
Q8N8R5	Q9D9H8
Q9NXG2	Q99J36
Q9UBQ7	Q91Z53
P35237	Q60854
P35237	O08804
P35237	Q6P6K7
Q8NGC3	E9PZZ6
Q8NGC3	E9PWU0
O00221	O54910
P08034	P28230
P10323	P23578
Q5H9E4	A2AF28
P05089	Q61176
Q8IYW4	E9Q1Z2
Q6HA08	Q6HA09
Q5JQS5	Q7TS30
O75031	Q9D4G2
Q8N715	Q3V118
Q5JUQ0	Q8C552
P07910	Q9Z204
Q6UWP8	Q8CIT9
Q7LFL8	Q91WA4
Q9P1P4	Q5QD16
Q8NH81	Q8VEU2
Q9H6D7	Q8BFT2
Q96G79	Q9D321
Q9H7B2	Q9JJ80
Q5VUY2	B1AVU5
Q5VUY2	B1AVU7
Q8NGP4	A2ATE3
Q8NGP4	Q8VFK5
Q99551	L7N482
Q99551	Q8CHZ9
P52907	P47753
P0C2W1	Q8K3B1
Q9P0K9	B1AXV0
Q499Z3	Q8BHW9
O43609	Q9QXV9
O95749	Q9WTN0
Q9NRQ2	P58196
Q9H1J1	Q3ULJ3
Q8NGJ2	Q8VG19
Q9UL42	Q8BHK0
Q9Y3P4	Q8BP97
Q96A49	Q9D5V6
P19526	O09160
P35346	O08858
Q5BKX8	A2AMM0
P16871	P16872
P51684	O54689
P15121	P45376
Q8NH73	A2AV13
Q8NGX8	E9Q050
O75208	Q8K1Z0
Q5T9G4	Q80X86
Q2M3R5	Q8BY79
Q9NX47	Q3KNM2
Q8N4W6	Q8CHS2
Q96DD0	Q8BGI7
Q9NPC4	Q67BJ4
Q96S21	Q8VHQ4
Q92681	Q9ER99
Q9H0A9	Q9D9W0
Q9Y2Z0	Q9CX34
Q9Y3N9	Q7TQT8
Q9Y3N9	E9Q2S3
O95158	G3X9N5
Q8N6D5	D3YVV3
Q99623	O35129
Q3SYC2	Q80W94
Q9H0C2	Q3V132
Q6UWI4	Q8QZV2
Q6SA08	Q9D411
Q7Z4T8	Q9D4M9
Q8IVQ6	Q9D270
Q9Y5J3	Q9WV93
P13688	P31809
P13688	Q925P2
P06731	P31809
P06731	Q925P2
P03956	Q9EPL5
P03956	Q9EPL6
O00590	O08707
Q0VAA5	B2RXA1
Q53T59	Q3TC93
O15552	Q8VCK6
Q8N9F0	Q3UGX3
P51817	Q922R0
P55082	Q922T2
Q9H6F2	Q3TMP8
Q7Z5L3	Q8CFR0
Q8NH80	Q8VEY3
Q5TD97	Q9WTX7
Q96DY2	Q9D3V1
Q13606	G3X9L8
P55040	P55041
P21796	Q60932
Q14863	Q07916
Q8WTR8	Q3UQ22
Q8NGC7	Q7TRL9
Q7Z3H4	Q8C8Y5
Q02083	Q9D7V9
Q8WV60	Q8R3K3
Q9H1Y0	Q99J83
Q9H479	Q9ER35
Q9Y6A5	Q9JJ11
O14832	O35386
P14652	P0C1T1
A6NHQ4	Q7TNS8
P04003	Q60736
Q8NGF3	E9Q550
Q8IYL9	Q61038
Q96LD1	Q8BX51
Q99489	Q922Z0
P00739	Q61646
P00738	Q61646
O95858	F7BWT7
P22674	P0C242
P02760	Q07456
P52952	P42582
P28069	Q00286
P62079	P62080
P49685	Q0VDU3
Q14CS0	Q0KL01
Q86VY4	Q69ZB3
Q9UH92	O08609
Q13155	Q8R010
Q9C0J1	Q1RLK6
Q5HYK3	Q9CXI0
Q96EK4	Q9JJD0
Q9H9J2	Q9CY73
O14579	O89079
A8MPS7	Q14BV6
P30519	O70252
P21917	P51436
P28328	P55098
P51674	P35802
A6NED2	Q8BTU7
P58417	Q61200
Q5JPI3	Q3TTL0
P00387	Q9DCN2
Q8N4Y2	Q80ZJ8
Q6UXB8	Q9ET66
Q8NDV1	Q9WUV2
O14734	P58137
P19622	P09066
O95273	Q3TVC7
O14813	Q62066
Q7Z5M8	G3UZN6
Q16762	P52196
A6NNS2	Q8CHS7
P78318	Q61249
Q16836	Q61425
Q9H343	E9Q7P5
Q9BPW8	O55125
P0C7N5	Q8VGR9
Q9BZM3	P31316
Q9NX58	Q08288
Q8N0X4	Q8R4N0
Q5TC63	Q9D3N8
Q8NGR9	Q8VGJ8
Q96SI1	Q8K0E1
Q9NZP0	Q8VFI0
P07988	P50405
P55042	O88667
Q13952	P70353
Q99612	O08584
P54252	Q9CVD2
P82650	Q9CXW2
Q8TDU9	Q7TQP4
Q16775	Q99KB8
Q9BZJ7	Q80UC6
Q8NGK0	Q8VH11
Q96L03	Q9D552
Q9UKP6	Q8VIH9
O43869	E9Q3K2
Q8NGQ1	A2ALD2
Q8NGJ1	Q0VDY1
Q14749	Q9QXF8
Q8NGI7	Q8VF55
Q9NZP2	Q8VGJ0
P01871	P01873
O75503	Q3UMW8
Q00169	P53810
Q3KQZ1	Q5SWT3
P51857	Q8VCX1
Q5SQN1	Q8R570
Q8N8G2	Q8BGW8
Q16698	Q9CQ62
Q5BJH7	Q9CX30
Q96BD6	Q9D5L7
Q9BYU1	Q99NE9
Q9UGB7	Q9QXN5
Q6IEV9	A2ATJ9
Q6IEV9	A2ATJ7
Q6IEV9	Q8VGF5
O14792	O35310
P26651	P22893
Q5T4T6	D3YWV8
P78367	P97503
Q96S42	P43021
Q86UF1	Q8R3S2
Q8NBN7	Q8CEE7
Q8N609	Q8QZR0
Q8NHB1	Q8VGD6
Q9ULR0	Q69ZQ2
Q9H5Z6	Q8BLQ0
Q8N6V9	Q9D845
Q9H765	Q91ZT9
Q96PL5	Q9JLN5
Q9UIY3	Q9D9S3
Q9Y247	Q9WTJ8
Q8NGE7	Q8VFU7
Q8NGE7	Q8VFU6
Q330K2	A2AIL4
P31275	Q8K5B8
Q7Z572	Q8BHW6
Q9BPW9	Q58NB6
Q15024	Q9D0M0
Q13371	Q9DBX2
Q8NH56	Q8VGU9
Q96L58	Q91Z92
Q96F63	Q9DBT3
Q9Y548	Q91VU1
Q8NGP3	A2ATE5
Q8NGP3	Q7TR85
O43316	P32115
P31269	P09631
P30281	P30282
P47756	P47757
P61266	P61264
P62955	P62956
P06748	Q61937
Q13595	Q6PFR5
Q8IXW0	Q0VET5
Q6P1N9	Q6P8M1
Q9Y240	O88200
Q14232	Q99LC8
Q9H6L2	Q3U284
Q8NGH9	Q8VF06
Q8WXK3	Q8VBX0
Q8TB37	Q9CWD8
Q8TDQ7	Q9CRC9
Q92535	Q9CXR4
Q8N4S7	Q9JJE4
Q9H4F1	Q9R2B6
O60683	B1AUE5
Q6PL24	Q3UHI4
Q6Q0C1	Q6IS41
Q86TE4	Q8BGY3
Q8NGY5	Q7TRW1
Q9UJ37	P70277
Q9H209	Q7TRM9
Q96P67	Q8BZR0
Q8NGK1	Q8VH17
Q9H0F6	Q91WA6
Q9BY42	Q99K95
Q86TL2	Q3UF25
A8MSY1	Q3UF25
Q96GK7	Q3TC72
Q6P2I3	Q3TC72
P01019	P11859
P24385	P25322
P09017	Q08624
P48739	P53811
Q8WUU4	E9Q6W4
P17041	Q80V23
Q08830	Q71KU9
Q8N0S6	Q3U3S3
Q5SXH7	Q8BW88
Q5QJU3	Q8VD53
Q13151	Q9CX86
Q8WXK4	Q9D738
Q9H346	Q8VGW2
Q9H1K4	Q9DB41
Q9Y320	Q9D710
P46736	P46737
Q8NAG6	A8VU90
Q15846	Q3ZRW6
O95865	Q99LD8
Q92826	P70321
Q86SE5	Q8BTF8
Q01105	Q9EQU5
Q9Y2V0	Q3U4G0
Q9NUM3	Q8BFU1
Q9Y651	Q811W0
Q9H160	Q9ESK4
Q9UHW5	Q9D3W4
Q9NXB9	Q9JLJ4
Q8NGN6	E9Q985
Q8NGN6	Q8VH10
Q8NGN6	Q8VH08
Q8NGN4	E9Q985
Q8NGN4	Q8VH10
Q8NGN4	Q8VH08
Q8NGN3	E9Q985
Q8NGN3	Q8VH10
Q8NGN3	Q8VH08
Q8NGK4	E9Q545
Q8NGK3	E9Q545
O14972	O35075
O95872	Q61858
Q15493	Q64374
A6NN90	Q9DAQ4
Q5UAW9	Q8C206
Q92904	Q64368
P10768	Q9R0P3
Q15014	Q9R0Q4
Q9H344	Q8VGX6
Q9Y6E7	Q8R216
A6NF89	Q7TRI2
A6NF89	Q7TRH7
P0C7N1	Q8VFL0
Q8NH10	Q8VFL0
A6NIK2	G3XA50
O95727	Q149L7
P49247	P47968
Q14469	P35428
Q5VZY2	Q0VBU9
Q5VYS4	Q14BA6
O95983	Q9Z2D8
Q8N9I5	Q80UG1
Q8NGA1	Q8VFM9
Q8NGF4	Q8VFK7
Q8IW45	Q9CZ42
Q9H019	Q9CWE0
Q9BW60	Q9JLJ5
Q9HB20	Q9ERS4
P01009	P07758
P01009	Q00896
P01009	P22599
P01009	Q00897
P01009	Q00898
Q8NGC9	E9Q438
Q8NGC9	E9PXH6
Q8NGE2	Q8VG33
Q8NGE2	Q7TRI6
O00587	O09008
P48145	P49681
Q14894	O54983
P34982	Q7TRW7
Q01718	Q64326
Q99967	O35740
Q9Y644	O09009
Q6IQ49	Q8K1J5
Q8NGH8	Q7TRN8
Q9NZ63	Q3TQI7
Q5SVS4	Q9CR58
Q9H477	Q8R1Q9
Q9BX67	Q9D8B7
Q9UBR2	Q9WUU7
P25090	O88536
P25090	O08790
O00254	O08675
O14718	O35214
O14788	O35235
A8MXD5	Q50H32
Q05923	Q05922
Q8NGY1	E9Q0Y7
Q14CZ0	Q14AM7
Q8N9S7	J3QP97
Q00978	Q61179
Q96LX8	E9Q6S0
O95070	Q91XB7
Q86X67	Q8JZU0
Q8N5C1	Q8R100
Q8NG11	Q8QZY6
Q96CN7	Q91V64
Q8N998	Q9DA73
Q9H8G2	Q8VDY9
Q96FV3	Q9D7W4
Q8TC12	Q9QYF1
Q9NS37	Q91ZR3
Q9UF02	Q8VHW4
Q8WWA0	O88310
Q8WWA0	Q80ZA0
Q8NH54	Q3SXH8
Q8NH54	Q8VGV0
P28360	P13297
O43765	Q8BJU0
Q92629	P82347
Q8TB68	Q3V0I2
Q13868	Q8VBV3
Q16651	Q9ESD1
Q95460	Q8HWB0
Q8NGN2	Q8VGB3
Q96BY9	Q8R3Q0
Q9NST1	Q91WW7
Q9Y2S2	Q99KP3
Q13607	Q7TRV7
Q13607	Q7TRV8
O95006	Q7TRV7
O95006	Q7TRV8
Q9H340	E9PYY9
Q9H340	E9Q382
A6NND4	E9Q518
P56182	P56183
Q8NGY6	E9Q5F1
O00764	Q8K183
Q6ZVK8	Q3U2V3
O75344	Q91XW8
Q92537	Q8BGE4
