Q7TQD2;O94811
Q99JG7;Q8NFZ5
Q9DCF9;Q9UNL2
Q8BID6;Q86UZ6
Q62187;Q15361
Q5QNS5;Q96D42
Q9Z307;Q9NPI9
Q9D9B0;Q6NSX1
Q9WUU7;Q9UBR2
Q9CQA6;Q96BP2
Q497M3;Q8WW27
B2RRF6;Q6AHZ1
Q3TJM4;Q96BT3
Q8R4A3;Q9NYF0
P20152;P08670
Q60973;Q16576
Q7TNG5;O95834
Q9CX83;Q9P291
P79621;P33076
Q8R0X7;O95470
Q7TMK6;Q96ED9
Q91XE9;Q68CJ9
P70298;O14529
Q80UM7;Q13724
Q925Q3;Q6J4K2
Q9CR95;Q8NC96
Q9D7S9;Q9NZZ3
Q2M3X8;Q9C0D0
Q99JH1;Q8N5L8
P62137;P62136
Q99L02;Q9BTK6
P58281;O60313
Q9QZH6;Q9BQ95
Q3U4B4;Q5VXI9
O55029;P35606
O89053;P31146
P27931;P27930
Q9JKC8;Q9Y2T2
P83882;Q969Q0
O88685;P17980
Q6PDG5;Q8TAQ2
Q9D7Q1;Q13231
Q9Z0F8;P78536
Q8BNQ3;O60478
O70343;Q9UBK2
Q6P9Z1;Q6STE5
P70390;O60902
Q9CQ19;P24844
P35294;A4D1S5
Q5SQY2;Q96IK1
Q8CDP0;Q8NEM8
P51863;P61421
Q9CXL1;O95807
Q9D4V4;Q9H5J8
Q8QZY4;Q9BSG5
P63006;P48742
Q91W40;Q6P597
Q9D7F2;Q8NI32
Q8K224;Q9H0A0
Q9CZ96;Q8TBF4
Q9D5V5;Q93034
Q8R2Y0;Q9BV23
Q9D7I5;Q9H008
Q9WTR2;O95382
Q8R4H2;Q9NZN5
Q8BIQ8;Q6IQ21
Q9JHL0;Q9GZY6
Q6PDJ6;Q6P3S6
P61022;Q99653
P09632;P17481
Q8K358;Q9H490
Q6PDJ1;Q5VU97
O55127;O43174
A2A690;Q9HCD6
Q9DCT6;Q8IXM2
Q9D486;Q8IY22
Q9WTX4;Q8WWG1
Q8R317;Q9UMX0
Q9DC71;P82914
Q8BSQ9;Q86U86
P86049;Q8TBY0
Q6IS41;Q6Q0C1
Q9CYR6;O95394
P62301;P62277
Q3UUY6;Q8N271
Q3TY60;Q86XD5
Q9JJN0;Q9Y253
Q8C407;Q9BSR8
P55099;Q9UHF0
Q9ERZ6;Q5HY92
Q62234;P52179
Q8VDS7;Q8IYX8
Q505B7;Q8IWT0
Q64326;Q01718
Q3TC46;Q86TB9
Q68FG0;Q9NQZ6
Q922V4;O43660
Q9DBY0;Q8IVH2
Q8R182;O14669
Q6ZQK5;Q15057
Q91VR7;Q9H492
Q2TV84;Q7Z4N2
Q8CBX0;Q9P1W3
Q923B6;Q687X5
Q8BFR5;P49411
Q6DI86;Q53R41
Q8C5K5;Q8TB03
Q8QZS3;Q8NFG4
Q505D7;Q9H6K4
Q91WE1;Q9NRS6
Q0PMG2;Q8NFP4
Q8BIX3;Q8N8R7
Q9D289;Q86SZ2
Q9R001;Q9UNA0
Q8K3I9;Q86VQ1
Q9WTS5;Q9NT68
O88696;Q16740
Q9QXV1;Q9HC52
Q8VEH8;Q96DZ1
Q9WTK2;Q9Y232
Q91YP0;Q9H9P8
Q9JJA4;Q9GZL7
Q8BHE1;Q9NWZ8
Q8K4Z0;Q8N0V4
Q78HU3;Q96EY5
Q8VCD6;Q9BRK0
Q9CQE0;Q8WVD3
P97504;P51813
Q9D2G5;O15056
Q91ZB7;Q86SM8
P54731;Q9UNN5
Q8BMK4;Q07065
Q8R086;P51687
O88829;Q9UNP4
Q9CZJ6;Q9NYP9
O55082;Q4JDL3
Q9CQG9;Q9NV29
Q69ZQ1;Q6NSJ0
Q8K3A2;Q86TN4
Q8VBV3;Q13868
Q8CBE3;Q9Y2I8
Q5EG47;Q13131
Q9QXW9;Q9UHI5
Q810B3;Q3C1V8
Q60935;P52961
Q99LG4;Q8N0Z6
Q91WK1;Q8WW59
Q61371;Q13099
Q8C7U1;O15049
Q91WQ5;O75529
Q91X91;Q15274
Q9CUX1;O43422
P13346;P53539
Q6P069;P30626
P29341;P11940
Q9WVS0;Q9Y6W8
Q9D2V8;Q14728
Q99LB7;Q9UL12
Q9D4W2;Q8NCR3
Q9R087;Q9Y625
P97863;O00712
Q8C804;Q8N0Z3
Q6J1H4;Q5T230
P48302;P24530
Q9D6K9;Q8N5B7
Q99PE2;Q9H9E1
Q99KV1;Q9UBS4
Q9QZJ6;Q13361
Q3U2C5;Q8NC42
Q9D273;Q96EY8
Q8JZW8;Q9UL41
Q80W49;Q68DQ2
Q8VD72;Q8TAM2
Q8CE93;Q5JW98
Q3UES3;Q9H2K2
P21981;P21980
Q5NCY0;O15054
Q8BZN2;Q6PIU1
Q9CXK8;Q9Y221
P31648;P30531
P63015;P26367
A2AKB4;Q5SYB0
Q8BH66;Q8WXF7
Q9QXW4;Q9NQT6
P45952;P11310
Q6NSQ9;Q9BUM1
Q9WVC3;P51636
P08121;P02461
Q921D9;Q9NZI5
Q8BNE1;Q9Y4C2
Q8BML1;O94851
Q9R020;O95218
Q8CIG9;Q96CD0
Q91WJ0;O43559
Q9JM52;Q8N4C8
Q8VDK3;Q9UKW6
Q6NVD0;Q5SZK8
Q14AW5;Q8NE18
Q80XI4;P78356
Q3U133;Q6NUN9
Q8BHN5;Q8IUH3
Q8K1N2;Q86SQ0
Q61035;P12081
Q62009;Q15063
Q80ZE5;Q8TEZ7
Q9JLN6;Q9UKQ2
Q62086;Q15165
Q02152;P41595
O08539;O00499
Q9D7X1;Q8WVF5
P70380;Q14116
Q9DAE8;Q96LT6
Q60875;Q92974
Q921G7;Q16134
P31315;Q9H4S2
Q9ERG2;Q13033
Q9DA69;Q96FT9
P60335;Q15365
Q80W47;Q9Y4P8
Q00547;O75330
Q9CQX8;P82909
Q810A5;Q68EN5
Q67BJ4;Q9NPC4
P38533;Q03933
Q99LH4;Q499Z4
A2AVA0;Q4LDE5
Q8BRC6;Q7Z4T9
P17047;P13473
P31532;P35542
Q8K248;Q96IR7
Q6P8K8;Q9UI42
Q9ET47;B1AK53
Q9DAM7;Q8WUH6
P56983;Q9Y6G1
P26040;P15311
P01831;P04216
Q8BGI4;O94988
P63154;Q9BZJ0
Q9CPU7;Q969P5
Q9WVJ0;Q9ULD8
P12242;P25874
P31786;P07108
Q99KZ6;Q9UID6
O08850;O15539
P58462;Q9H334
Q99MR8;Q96RQ3
Q8R179;Q9NVX7
Q9JIP4;Q96RD7
Q99JT6;Q96CP7
Q9DAK4;A6NFH5
Q6ZPJ3;Q9C0C9
Q9CWR0;Q8NG04
Q99J23;Q8N2G8
O55100;O43759
Q8CJ78;Q5EBL2
O35098;O14531
P06728;P06727
Q9ER71;Q9H4E5
Q9DAR0;A4QMS7
Q6P4T0;Q2TAZ0
Q9D187;Q9Y3D0
Q6PCQ0;Q6IPM2
Q8CIF6;Q8NBJ9
P58682;Q9NR97
Q6PF93;Q8NEB9
P54276;P52701
Q6P926;Q86W54
O35900;Q9Y333
Q7TN02;O95402
P61963;P61962
Q91W50;O75534
Q9Z1P5;Q9NPF0
Q9WUV2;Q8NDV1
Q8BYR8;Q96JW4
Q3U1U7;A9YTQ3
Q9CX97;Q9H6Y2
Q8R4H9;Q8TAD4
Q7TNI7;Q96PD4
Q60963;Q13093
Q9CWK8;O60749
Q9CRA7;Q99766
Q2UY11;Q2UY09
P52946;P52945
P17665;P15954
Q9CWS0;O94760
Q8BM86;Q9Y693
Q91X17;P07911
Q6PDS3;Q6SZW1
O35134;O95602
O08967;O43739
Q6ZQM0;Q8WZ73
Q7TNS7;Q96FT7
Q91WT9;P35520
Q9JK23;O95456
P59055;Q8WYN3
Q8C779;Q6NSI4
Q9ERS6;Q9NP60
P53668;P53667
P32507;Q92692
Q61414;P19012
Q05A80;Q6IMN6
Q08535;P09683
Q9QXM1;Q8N9B5
Q91ZT7;Q8WXI3
Q71B07;Q6ZPD9
Q8BI08;Q969L2
Q9R1C8;P50406
Q8C4M7;Q71F23
Q80W94;Q3SYC2
P56473;O00253
Q9D572;Q5T124
Q99MP8;Q7Z569
Q3UY34;Q96C57
P68134;P68133
Q8VE18;Q8ND04
O88533;P20711
P97441;Q99726
O54864;O43463
Q9D7G0;P60891
O88962;Q9UNU6
Q99NF8;Q9H2T7
Q9D0B6;Q9BVG4
Q5U901;Q8N4T0
Q9DBE0;Q9Y600
Q3THE2;O14950
P0C6F1;Q9P225
Q9CZ09;O95568
B2RVY9;Q6ZP80
Q9DBX7;Q9NQ87
Q8CAY6;Q9BWD1
Q8CBB9;Q8WXG1
Q61124;Q13286
P22726;Q9H1J7
Q80ZM7;P52657
Q9CPS6;Q9NQE9
Q5BKQ4;P54315
Q925F4;O94941
Q5SYD0;O94832
Q8BHJ9;O95391
Q8BGJ0;Q96MV8
Q9DBI0;Q8IU80
Q9WUD1;Q9UNE7
P24610;P23760
Q923S6;O76050
Q6ZPY7;Q7LBC6
Q8BSU7;Q96BX8
Q8VCA5;Q9NRS4
Q99MR9;Q16821
Q9JK84;Q9BYG4
O35126;P54259
Q8R1P4;Q9H0Y0
A2A591;Q9BYR8
Q91ZK4;Q8NFW5
P70266;P16118
Q9D7H3;O00442
Q149T7;Q5JR12
Q8BHZ4;Q92610
P63011;P20336
P32972;P32971
Q61390;Q92526
P53994;P61019
P00920;P00918
O08934;A6NJT0
Q9WVJ9;O95967
Q9CWU9;Q8NFH4
A2AVR2;Q68CQ1
O88602;Q9Y698
Q8BMF3;Q16798
Q8C351;Q6UX15
Q9CZT4;Q9NVU0
Q80X53;Q8IYX3
Q8CAV0;P58557
O35972;Q16540
Q9Z2K1;P08779
Q99JB8;Q9UKS6
Q924X1;Q6UW88
Q91WG1;Q9Y5U4
Q5SVL6;Q684P5
Q00977;P29033
O35182;O43541
Q60596;P18887
Q5XF89;Q9H7F0
P29758;P04181
Q8BJS8;Q96DY7
Q9WV30;O94916
Q9JKV1;Q16186
Q8BVW3;Q14142
Q8BYL4;Q9Y2Z4
Q80VM4;Q8NAF0
Q9DCQ2;A6ND91
P62892;P62891
P62743;P53680
Q9CRC9;Q8TDQ7
Q9CXG3;Q8WUA2
Q5SUV1;Q9HA92
Q9D1H9;P55083
Q8CC35;Q8N3V7
O08997;O00244
P58660;Q9BWT7
Q91V09;Q9H1Z4
Q9CQ89;O60888
Q32M08;O95620
Q60876;Q13541
Q9WTL7;O95372
P62307;P62306
Q8CHY6;Q86YP4
P62715;P62714
Q60641;Q96RI1
Q922Z0;Q99489
Q5DU05;Q9UPV0
Q68FH0;Q99569
Q8VD26;Q96AN5
O09046;Q96RQ9
Q8CI96;Q8N3C7
Q9WU20;P42898
Q9JHE4;Q99999
P51910;P05090
A2ARV4;P98164
Q8BI21;Q9H0F5
Q9CQC6;Q7L1Q6
Q3TUL7;Q5H9S7
Q9Z2B1;O95256
Q91Y97;P05062
Q62351;P02786
Q0GA42;Q9NRU3
Q8BSI6;Q9Y3T6
Q9Z2I2;P68106
Q9Z0S2;P50458
Q921Y4;Q6N075
P57680;P57679
P22361;P20823
Q61627;Q9ULK0
Q8BZ33;Q8IZW8
Q8R326;Q8WXF1
O35718;O14543
Q9EPA7;Q9HAN9
Q9QUR8;O75326
P97718;P35348
P61080;P51668
Q9ER00;Q86Y82
P0C5I1;O00155
Q9CQ56;Q9NZ43
Q61508;Q16610
Q8BHJ6;Q86VE9
Q7TSK3;O95206
Q8VBW5;Q8WY36
Q8BX05;Q6ZS86
Q08652;P50120
Q8VE38;Q96HP4
Q91YX0;Q5TEJ8
A2AJ88;Q6ZV29
Q9JK24;Q969Q6
P97473;Q15633
Q8R1N4;Q8IVD9
O55103;Q9BXM0
Q99NF1;Q9BYV7
Q80SU3;Q86SH2
Q8BQH4;Q8IYN6
Q9CXG9;Q5T6S3
Q8CDC0;Q9UIV8
Q8R3J4;Q96E29
Q8R0A6;Q8TAG5
Q9D0U9;Q9H2C2
Q9JK53;P51888
Q9CR58;Q5SVS4
P48744;Q00604
Q6WKZ8;Q8IWV8
Q9D0I9;P54136
A2AWT3;Q14CW9
Q3V1I0;Q86SG7
Q8CF36;Q4G0N7
Q9JJ48;Q8N5P1
P35454;P01178
P98203;O00192
P97825;Q9UK76
Q6ZWY8;P63313
O08739;Q01432
Q8BFU8;Q8NDX2
P48346;P40933
Q6PKN7;Q0VD86
Q9CR64;Q8TBQ9
Q80WM4;Q86UW8
Q9CZC8;Q12765
Q8R429;O14983
Q04999;P09529
Q9Z1R4;O95873
Q6PCN7;Q14527
P43407;P34741
O35435;Q02127
Q80WC9;Q4L235
Q80Y55;Q9NW68
P27664;P16499
Q8CJ61;Q8IZR5
P97364;Q99611
Q9D074;O60291
P70671;Q14653
Q99KX1;Q15773
Q8VEJ3;Q9UBT3
O35284;Q16520
Q9JLC6;Q10587
Q6IMB1;Q6T310
Q8BVE3;Q9UI12
Q8BRH3;Q14CB8
Q1PSW8;Q2Q1W2
Q08351;P40238
Q60722;P15884
Q3TCN2;Q8NHP8
Q03160;Q14451
P12710;P07148
Q8C142;Q5SW96
Q9CQF8;Q9BQC6
P46718;Q16342
Q8VHL5;Q8WXF5
O08674;Q9UBG7
Q9Z0G0;O14908
Q8R5H6;Q92558
Q8BP71;O43251
Q3V2Q8;Q5TBK1
Q810M1;Q6V702
Q8R3L5;Q9UIG8
Q8BP99;Q8TAB5
Q6R3M4;Q9UNA4
Q99PU5;Q96GR2
Q9D1X0;O60936
Q6IFT4;Q9P2F6
Q9D494;Q8NHR7
O54918;O43521
Q2VPA6;Q8TDG4
Q921L5;Q14746
P62897;P99999
Q8VEK2;Q6NTF9
Q62101;Q15139
Q9JHX3;Q9HBE5
A1L317;Q2M2I5
Q8C115;Q8IVE3
Q7TQA1;Q8N6C5
O89101;O76093
Q9R0N9;Q86SS6
Q8C7E7;O95210
Q8BW00;Q86Y79
P58043;P58004
Q8R2F2;Q6QHC5
P27870;P15498
P56481;P32239
B1AVY7;Q96L93
Q9JJV5;O60359
Q9CQ80;Q9BRG1
Q8C4S8;Q9ULE3
P52927;P52926
O70445;Q99728
Q9DAR7;Q96C86
Q7TMD7;Q86SJ6
Q7TMV1;Q8WU17
Q99JA4;Q9Y271
Q8K1S5;O14901
Q9Z0M5;P38571
Q3U381;Q9BU19
Q5NCF2;Q9Y5R8
Q6PGH1;P41223
A1A535;Q14D04
B2RQC2;Q9H9J4
Q8BZ00;Q8IVB4
Q0VBV7;Q9P2H0
Q62083;Q9NRD5
P60840;O43768
Q8BIJ6;Q9NSE4
Q923X1;Q9HBW9
Q8R5J9;O75915
Q8VIK3;Q8IZA3
P07321;P01588
Q8BTG7;Q9ULP0
A2APF3;Q8NI51
P60469;O75145
O88346;P13805
Q3UTQ8;O76039
Q8CI33;Q69YN2
P41158;P28324
Q6NVE8;Q5JSH3
Q3UHK6;Q6N022
Q8K2X8;Q6ZYL4
Q8BHG2;Q9NWV4
Q8K0C5;O60844
Q810J8;Q9HBF4
Q08122;Q04726
Q8BIW9;Q8WVB6
Q9CWU4;Q8N6N3
Q9CQL0;Q8WXB1
Q80YQ8;Q9H871
Q9QXG4;Q9NR19
Q8CB44;Q6IC98
Q8CDU5;Q8N7U6
Q9R207;O60934
Q9EPL4;Q9H1A3
Q8VHJ7;Q86YN6
P35700;Q06830
Q80ZQ9;Q9NX38
Q8R3Y8;Q8IU81
Q8K1I7;O43516
Q91VH1;Q96A54
Q6GQT1;P01023
Q9QZ05;Q9P2K8
Q8C0D4;Q8IWW6
O35392;O60548
Q9WV54;Q13510
Q9WTS2;Q9BYC5
Q08501;P16471
Q9WVM8;Q8N5Z0
Q8BI36;Q9P055
Q9D291;Q9BSY9
O35949;Q9HB03
Q3UHE1;Q9BZ71
Q8BTS4;Q7Z3B4
Q9ESX5;O60832
Q3UK78;Q86SE9
Q8CGK3;P36776
Q9D119;Q86WC6
Q6NZL8;Q8IWY4
Q9D666;O94901
Q8BPP1;Q9Y586
A2AJI0;Q3KQU3
P51885;P51884
P49182;P05546
Q3U9G9;Q14739
P15209;Q16620
Q9Z0R0;Q8TF76
Q8BMF8;Q6ZMI3
Q8BMI4;Q17RS7
Q3TCJ8;A6NI79
Q3TZX3;Q9BSK2
Q6P9K8;Q8WXD9
Q9QY39;Q76G19
Q6PB70;Q9HCE9
Q9CZJ1;Q9Y3A2
Q80SZ7;P63218
Q3U410;Q9UJP4
Q80XC3;Q92738
P97309;Q9BRJ9
Q8R422;Q6YHK3
P35583;Q9Y261
Q0P5V9;Q5BKX6
Q69Z26;Q8IWV2
Q9D7L8;Q6UXZ0
Q9WVD5;Q9Y619
Q8C3X2;Q9GZT6
Q80ZU7;P59826
Q99LE3;Q7Z3D4
Q9D757;A0PJW8
O35930;P07359
Q3UU94;A6NHS7
Q9DCL4;A6NJ78
Q922F4;Q9BUF5
Q9JJT2;Q9GZZ7
Q8BMD6;Q9NX78
Q8R1W2;Q2KHT4
Q9QXA6;P82251
Q921T2;Q5JTV8
Q920N2;P50747
Q9D5Y1;Q9UFE4
P47877;P18065
Q91VT4;Q8N4T8
Q99P58;O00194
P70315;P42768
Q9ER80;Q96DX8
O88854;O43603
Q9QXE2;Q9UGP5
Q80YG3;Q8N7A1
Q9JLV5;Q13618
Q9CWD0;Q9H1H1
Q69ZN7;Q9NZM1
P14824;P08133
Q8BGD4;Q6ZQN7
Q6QIY3;Q9Y5Y9
Q921C5;Q8TD16
Q99NE9;Q9BYU1
Q0VBL6;Q9Y2N7
A2A791;Q5VZL5
Q91YL2;Q9BV68
Q80VY2;Q9NTI7
P97370;P54709
Q9QXT1;Q9UN19
Q91VN1;P17028
Q8CCJ4;Q8N7J2
O08716;Q0Z7S8
Q8R3I2;Q6ZWT7
O08789;Q99583
P10300;P10966
Q9JKX8;O75631
Q8R149;Q9BRD0
Q08EC4;Q9NQ75
Q9WV08;P35414
Q9EQS9;Q8TDY8
Q91YD9;O00401
Q60598;Q14247
Q8BNJ3;Q9BZQ4
P97459;Q99742
A2A5E6;Q66K41
A2A870;Q8TES7
O88786;Q14627
Q9WU81;Q8TED4
Q9D9N5;A0PJX0
Q91XQ0;Q96JB1
Q924L1;Q6P1Q0
Q8BGI1;Q9Y225
P11679;P05787
Q9WVQ1;Q86UL8
Q9D7G4;Q9NYK6
O09102;O75603
P58021;Q99805
Q9D868;O43447
P32233;Q9Y295
Q91VU8;Q86YD1
Q9D404;Q9NWU1
Q8R0I4;Q9BX73
Q8CEG0;Q96QZ0
Q80X59;A8MYB1
Q9D3S5;Q6NXP6
Q8R2Y3;Q9UPQ8
Q6ZPR4;Q5JUK3
P52785;Q02846
P47911;Q02878
Q8JZP9;Q99501
Q6PCN3;Q5TCY1
Q8R1F6;Q8IV36
Q99PS0;Q9C075
A2ALW5;Q9H1X3
Q9CQA1;Q8IUR0
Q8K010;O14841
Q05860;Q68DA7
Q8VDU0;P81274
Q8R4F0;Q8TDD5
Q9R0M5;Q9H3S4
Q3UHD1;O14514
Q8VEK6;Q9NXR8
Q80W15;Q8WX77
Q9WU42;Q9Y618
P48545;P48544
Q9EQU5;Q01105
O70497;Q15485
O88472;Q02223
P62889;P62888
Q62066;O14813
P62484;Q9NYB9
Q9JKX3;Q9UP52
Q9JHI4;Q9BZW2
Q6PD03;Q15172
Q8BQU6;Q5T442
Q8BQP8;Q86YS3
Q91VJ2;Q969G5
Q62315;Q92833
Q9QZI8;Q9NRX5
P03966;P04198
Q9JHE7;Q9Y5U2
Q8BSU2;Q9H2A7
P17439;P04062
Q9QY33;O60637
Q9CZ30;Q9NTK5
Q9D1Z3;Q6P4H8
Q3TC93;Q53T59
Q8CH40;P53370
O54839;O95936
Q03137;P54764
Q02242;Q15116
Q8R4E6;Q9UJV8
Q3UW31;Q6UY27
Q920H4;P08912
P04184;P04183
Q99KL7;P51157
Q62277;P08247
Q8C4Q6;Q96BJ3
P32067;P05455
Q9CVB6;O15144
P43028;Q6KF10
Q6PAM1;P40222
P97821;P53634
Q76LW6;Q8N907
Q3V300;Q14807
P05977;P05976
Q14BB9;Q9H9H5
Q99P30;P0C024
Q768S4;Q9UNE2
Q80YF9;O14559
Q9DBM1;Q9BRR8
O35885;Q99929
Q6AXF6;Q9NXL6
Q64444;P22748
O88507;P26992
Q08297;Q06609
Q6SJ95;Q6SJ96
Q8BFY6;Q9UBV8
Q8R0G7;Q9H2V7
Q3TIX9;Q53GS9
Q91XD7;Q96HD1
Q9CPW2;Q6P4F2
Q5RJI2;Q8NCS7
Q69ZW3;Q8NDI1
Q6TDU8;Q6TDU7
O35942;P51955
Q6W049;Q8NH76
A2AIP0;A8MTA8
O70354;O75493
Q8K4B2;Q9Y616
Q9Z324;O94777
Q5DU09;Q9Y2D9
Q8BVA2;Q9H0R3
Q0VBD2;Q7L590
Q9WTJ2;O14753
P16015;P07451
Q60805;Q12866
Q922Y1;Q04323
Q61733;Q92665
Q7TT37;O95163
Q61089;O60353
Q8CC84;Q5XG99
Q60715;P13674
P08923;P29376
Q6V4S5;Q58EX2
P33242;Q13285
Q60571;P24387
Q7TSH3;Q92618
Q9D7D2;Q86WD7
Q64337;Q13501
Q3V132;Q9H0C2
Q61827;O60675
Q3UBZ5;A9UHW6
Q99JR5;Q9GZM7
Q8CI19;Q9NRA1
P35419;P07202
Q9D4C1;Q8N9Z9
Q8K449;Q8IUA7
Q8K262;Q5JTB6
Q922E4;Q99447
Q8R3P2;Q86UW9
Q3V209;Q71RG4
Q8BTW9;O96013
P16872;P16871
Q9D979;Q86WR6
Q9QYL0;P60008
Q3TW96;Q3KQV9
Q6GQU6;P0C6S8
P32299;P30411
O88870;O76090
Q8BIL2;Q6ZTZ1
Q91VZ6;Q8IYB5
P58355;Q9UMX9
P97360;P41212
A2A891;Q9Y6Y1
P02463;P02462
Q3TCJ1;Q15018
P35282;Q9UL25
Q9D3W5;Q8N4P6
Q91VX2;Q5T6F2
P35347;P34998
Q8BLD9;P21918
Q6P8G8;Q9BRQ5
Q9JHF7;O60760
P62830;P62829
P41164;P50549
Q8BMJ3;P47813
O88621;O75593
Q80Y84;Q9UGL1
P97369;Q15080
O35680;O15235
Q61823;Q53EL6
A2ADY9;Q5TDH0
Q9DA57;Q9BR10
Q9D1R2;Q96EK9
Q3TBT3;Q86WV6
O70218;Q9NP08
Q8C4V4;Q9UKT7
P14685;O43242
Q80UF7;Q8IUC6
O54897;Q9NS67
Q8BTU7;A6NED2
Q6P1C6;Q6UXM1
Q62209;Q15431
Q3TCV3;A4D1B5
Q922J3;P30622
Q91ZM2;Q9NRF2
Q3TR08;Q9H6D8
Q9WVH3;P98177
Q62395;Q07654
P58742;Q9NRG9
Q9JM96;Q9H3Q1
Q99KS2;Q9NPE2
Q7TPN9;Q9BWN1
Q8BKT6;O95859
O88609;O60663
O70472;Q92545
P58242;Q92485
Q0P5V2;A7XYQ1
Q9D4J3;Q8N8Z6
Q8VCM8;Q969V3
Q91X88;Q8WZA1
Q9D131;Q9H5F2
Q7TQC7;Q9NW75
P41216;P33121
Q9D2N4;Q9Y4J8
Q8VC88;P28676
Q8BRX9;Q86UD3
Q3UB74;Q3YBR2
Q9DCX7;Q8WUU8
Q66K08;O75339
Q8CDG1;Q8TC59
Q8C1D8;Q96ST2
Q8VCT3;Q9H4A4
P17918;P12004
Q99NF3;Q9BYV8
A2RSY6;Q7Z2T5
Q69ZS7;Q9Y450
Q80XC6;Q9H7Z3
A2A9I7;Q96MA1
Q01755;Q8WWU5
Q8BZH4;Q7Z3K3
Q8K3B1;P0C2W1
Q8BIR2;Q2TB18
Q66JY6;Q8N4T4
Q9JMH9;Q92614
Q3U4H6;Q8WVB3
Q8K0S9;Q16533
Q3UHB1;Q86UY8
Q920G3;O15389
P62821;P62820
Q9R0X5;Q92834
Q80WV7;A6NNA2
Q8BFY7;Q9BSJ6
Q9D3X9;O75121
B2RSH2;P63096
O08524;Q96PL2
Q8C2E7;Q12768
Q9DAL3;Q8NEL0
Q0VF58;Q14993
P63101;P63104
Q8BLI4;Q9UL01
Q9WUQ5;O95715
Q8K3Q3;Q96NZ1
Q99JY3;Q9NUV9
P56393;P24311
Q9JHI8;Q9NPH5
Q8K4Q6;Q96FI4
Q70UZ7;Q5GFL6
Q5PR68;Q8N8E3
Q9WUD8;Q9NVQ4
Q8BGG0;Q8IWU4
Q8K0T7;Q8NB66
Q6PGD0;Q6UW56
Q99J10;Q7Z7A3
P50518;P36543
Q99K90;Q9NYJ8
Q62010;Q12889
O08746;O00339
Q9Z2C8;Q9Y2T7
Q6P1B1;Q9NQW7
Q9D824;Q6UN15
P19246;P12036
Q3UGY8;Q5TH69
Q60613;P29274
Q9QXL2;Q7Z4S6
Q9Z268;O95294
P50295;P18440
P16043;P01286
Q8C5V5;A2RRH5
Q80SV1;Q86WI0
Q99JY9;P61158
O88668;O75629
Q9EQH4;Q7Z7C8
Q8R0L9;O75528
Q3UC65;Q9BUV0
Q9Z2U0;O14818
P11798;Q9UQM7
Q8C2K1;Q9H4E7
Q60857;P31645
Q8VI64;Q8TDB4
Q68ED2;Q14831
Q8K5B2;Q8NI22
Q9CQM5;Q9BRA2
Q8VE73;Q14999
Q3V0A6;A6NCI8
P20490;Q01362
Q8K2Q9;A0MZ66
Q9Z1X2;Q9BVG9
P43680;P35713
P58854;Q96CW5
Q8K349;Q6P9H5
Q8BHK1;Q7RTP0
Q8CCI5;Q8N488
Q8K342;O75901
Q60989;P98170
Q8R016;Q13867
Q8CFE4;Q6P3W7
P27600;Q03113
Q9CQ39;Q13503
Q8R238;Q96GA7
A2A4P0;Q14562
Q810C0;Q9H156
Q9DB54;Q8WUB2
O70273;Q9NZC4
P60954;O94818
Q9Z0E0;Q9UBB6
Q9WVB2;Q04725
Q61205;Q15102
Q8K285;O14526
P23881;O75764
Q8BZ05;Q8WZ64
Q8BJW5;Q9H8H0
P59384;Q8TE58
A2AHL1;Q9BYT9
P08730;P13646
O55055;O14717
Q8CE46;Q9H0K6
P09925;Q15526
P43346;P27707
Q9CXD9;Q8N6Y2
Q921R8;Q96GZ6
P48281;P11473
P56726;Q99835
P97817;Q01850
O88455;Q9UBM7
Q9D742;Q9NUS5
P60229;P60228
Q9JK97;P56696
Q6P8Y1;Q8WWF8
O70456;P31947
Q9DD06;Q99969
Q9DAI2;Q9H7X7
Q9WV91;Q9P2B2
P21278;P29992
Q80ZU0;Q9Y689
Q61462;P13498
Q8K1L2;Q56A73
Q8BHC7;Q8TEB9
Q9DD03;P51153
Q6P8I4;Q8WW12
P26011;P26010
Q63934;Q12837
Q9JI75;P16083
Q6PB44;Q9H3S7
P07607;P04818
Q99LI9;Q92989
Q99PP9;Q5XX13
Q7TST3;Q9BYL1
Q8CB96;Q9H2L5
Q8K031;Q92502
Q99N57;P04049
Q62048;Q15121
Q9EQG9;Q9Y5P4
P31750;P31749
O88545;Q7L5N1
Q9JKY5;O75146
Q6P6J9;Q96J42
O54998;Q9Y680
Q8BG92;Q5SYC1
Q99JW1;Q96GS6
Q8BH27;Q9H1U4
P05017;P05019
Q6PHB0;Q9UHF4
Q8CCS6;Q92843
P23188;P09958
Q69ZX8;O94929
Q99LD9;P49770
Q9CVW4;Q537H7
Q8C267;Q96T68
Q9EP69;Q9NTJ5
P97298;P36955
Q80U58;Q8TB72
Q61687;P46100
Q8BLH7;Q9BW71
Q8BG60;Q9H3M7
Q8BVF7;Q96BI3
O35089;Q6PI25
Q3THK7;P49915
Q9CR70;Q14657
Q52KR2;O94898
P10856;P09430
Q0VGT2;P10070
Q9QY24;Q9H171
Q9QZ39;Q9NSC7
Q8BFW4;Q6PJ69
Q8K158;Q9BV87
O54929;Q9NYS7
Q9CPZ6;Q8N138
P48356;P48357
Q8C129;Q9UIQ6
P97390;Q9NRW7
Q9JJY3;Q9NY59
Q9Z211;O75192
